"created
_at",Kwh,vry,vyb,vbr,vrn,vyn,vbn,ir,iy,ib
"2019-09-
18T08:2
3:00.000
Z","0.01898
700000
000826
5",410,"0.00823
974609
375",410,236,239,238,2,2.1875,"2.01562
5"
"2019-09-
18T08:2
5:00.000
Z","0.01896
899999
999732",410,"0.00805
664062
5",410,234,239,238,2,2.09375,"2.48437
5"
"2019-09-
18T08:2
6:00.000
Z","0.01952
966000
000015",412,"0.00781
25",410,236,238,237,"1.92187
5",2.15625,"2.42187
5"
"2019-09-
18T08:2
8:00.000
Z","0.01954
725999
999209
3","2.29221
398410
34606e-
36","0.00805
664062
5",410,237,238,238,"1.92968
75",2.0625,2.1875
"2019-09-
18T08:3
0:00.000
Z","0.01963
516000
000527
2",410,"0.00805
664062
5",412,237,237,237,"1.92968
75","2.04687
5","2.45312
5"
"2019-09-
18T08:3
1:00.000
Z","0.01928
183999
999600
8",408,"0.00799
560546
875",410,235,238,237,2,"2.26562
5",2.09375
"2019-09-
18T08:3
3:00.000
Z","0.01929
446000
000462",408,"0.00805
664062
5",408,233,238,237,"1.99218
75",2.21875,2.0625
"2019-09-
18T08:3
5:00.000
Z","0.01930
771999
999706
2",408,"0.00759
887695
3125",408,235,239,237,2.03125,"1.96093
75",2.3125
"2019-09-
18T08:3
6:00.000
Z","0.01912
395999
999716
8",408,"0.00781
25",408,235,238,237,1.9375,"2.07812
5","2.35937
5"
"2019-09-
18T08:3
8:00.000
Z","0.01962
357999
999949",408,"0.00823
974609
375",410,236,237,236,2.03125,2.0625,2.375
"2019-09-
18T08:4
0:00.000
Z","0.01954
268000
001320
4",406,"0.00836
181640
625",408,235,237,236,2,2.09375,2.21875
"2019-09-
18T08:4
2:00.000
Z","0.01964
631999
999983
2",408,"0.00811
767578
125",408,234,237,236,"1.92968
75",2.09375,"2.23437
5"
"2019-09-
18T08:4
3:00.000
Z","0.01951
075999
999011
4",408,"0.00805
664062
5",408,236,236,236,2,2.09375,"2.51562
5"
"2019-09-
18T08:4
5:00.000
Z","0.01935
856000
000785
5",406,"0.00817
871093
75",406,233,237,236,2.0625,2,2.375
"2019-09-
18T08:4
7:00.000
Z","0.01976
837999
999406
6",408,"0.00817
871093
75",408,234,236,236,2.0625,"2.10937
5","2.42187
5"
"2019-09-
18T08:4
8:00.000
Z","0.02011
011999
999755",408,"0.00860
595703
125",408,235,236,236,"1.24218
75","1.03906
25","0.72656
25"
"2019-09-
18T08:5
0:00.000
Z","0.03609
208000
000217",406,"0.00848
388671
875",408,234,236,236,2.03125,"2.23437
5",2.1875
"2019-09-
18T08:5
2:00.000
Z",0,406,"0.00848
388671
875",408,234,236,236,2.03125,"2.23437
5",2.1875
"2019-09-
18T08:5
3:00.000
Z","0.01932
443999
999668
5",406,"0.00817
871093
75",406,233,238,236,2.0625,"2.10937
5","2.17187
5"
"2019-09-
18T08:5
5:00.000
Z","0.01969
358000
000647
6",406,"0.00842
285156
25",408,234,237,236,"2.01562
5","2.04687
5","2.25694
915357
8792e-
36"
"2019-09-
18T08:5
7:00.000
Z","0.01915
993999
999773",406,"0.00823
974609
375",408,236,237,236,2.03125,"2.07812
5","2.29687
5"
"2019-09-
18T08:5
8:00.000
Z","0.01908
801999
999559
4",408,"0.00811
767578
125",406,233,237,236,"1.97656
25","2.04687
5",2.28125
"2019-09-
18T09:0
0:00.000
Z","0.01918
388000
001141
5",406,"0.00823
974609
375",408,234,237,236,"2.01562
5","2.10937
5",2.34375
"2019-09-
18T09:0
2:00.000
Z","0.01906
751999
999687
5",406,"0.00811
767578
125",406,232,237,236,2,2.0625,2.375
"2019-09-
18T09:0
4:00.000
Z","0.01927
933999
999368",408,"0.00817
871093
75",408,234,236,235,"1.95312
5",2.25,2.53125
"2019-09-
18T09:0
5:00.000
Z","0.01956
758000
000263
4","2.29221
398410
34606e-
36","0.00842
285156
25",408,236,235,235,2.03125,"2.25694
915357
8792e-3
6",2.21875
"2019-09-
18T09:0
7:00.000
Z","0.01957
117999
999900
5",406,"0.00872
802734
375",406,233,236,235,"2.01562
5","2.20312
5",2.0625
"2019-09-
18T09:0
9:00.000
Z","0.01935
555999
999633",404,"0.00823
974609
375",404,231,236,235,"2.01562
5","2.10937
5",1.75
"2019-09-
18T09:1
0:00.000
Z","0.01962
200000
000302
6",402,"0.00781
25",404,231,235,234,"1.99218
75",2.09375,"2.23437
5"
"2019-09-
18T09:1
2:00.000
Z","0.01972
938000
000431
4",402,"0.00765
991210
9375",404,233,235,234,2.0625,2.125,"2.26562
5"
"2019-09-
18T09:1
4:00.000
Z","0.01998
137999
999744
3",402,"0.00823
974609
375",404,232,235,234,"2.04687
5",2.125,2.4375
"2019-09-
18T09:1
5:00.000
Z","0.03973
395999
999775",402,"0.00915
527343
75",402,231,234,233,"1.95312
5",2.1875,2.25
"2019-09-
18T09:1
7:00.000
Z",0,402,"0.00915
527343
75",402,231,234,233,"1.95312
5",2.1875,2.25
"2019-09-
18T09:1
9:00.000
Z","0.01978
712000
000814
5",402,"0.00915
527343
75",402,231,234,233,"1.96093
75",2.15625,"2.10937
5"
"2019-09-
18T09:2
0:00.000
Z","0.01940
043999
999761
4",404,"0.00872
802734
375",404,233,234,233,"1.97656
25","2.14062
5",2.125
"2019-09-
18T09:2
2:00.000
Z","0.01944
681999
999738
8",400,"0.00903
320312
5",402,233,232,232,"2.14062
5",2.28125,2
"2019-09-
18T09:2
4:00.000
Z","0.01909
570000
000531",400,"0.00885
009765
625",400,232,234,232,1.96875,"2.14062
5",2.0625
"2019-09-
18T09:2
5:00.000
Z","0.01957
020000
000193
2",400,"0.00933
837890
625",400,231,234,232,2.03125,2.15625,2.25
"2019-09-
18T09:2
7:00.000
Z","0.01958
443999
999144
6",400,"0.00903
320312
5",400,231,234,232,2.125,2.125,"2.26562
5"
"2019-09-
18T09:2
9:00.000
Z","0.01943
502000
000444",400,"0.00891
113281
25",400,231,"2.29221
398410
34606e-
36",232,"1.92968
75",2.1875,"2.10937
5"
"2019-09-
18T09:3
1:00.000
Z","0.01983
599999
999569
4",400,"0.00903
320312
5",400,230,234,233,"1.91406
25","2.20312
5","2.35937
5"
"2019-09-
18T09:3
2:00.000
Z","0.01963
753999
999607
8",400,"0.00946
044921
875",400,231,234,232,"2.01562
5",2.1875,"2.26562
5"
"2019-09-
18T09:3
4:00.000
Z","0.01997
880000
001168
7",400,"0.00915
527343
75",400,231,233,232,1.875,"2.32812
5",2.125
"2019-09-
18T09:3
6:00.000
Z","0.01966
351999
998733",400,"0.00933
837890
625",400,230,233,232,"1.89843
75","2.26562
5","2.17187
5"
"2019-09-
18T09:3
7:00.000
Z","0.01977
870000
000985",398,"0.00946
044921
875",400,231,232,231,1.875,2.28125,"2.04687
5"
"2019-09-
18T09:3
9:00.000
Z","0.01993
493999
999191",400,"0.00933
837890
625",400,230,232,231,2.0625,"2.32812
5","2.20312
5"
"2019-09-
18T09:4
1:00.000
Z","0.02040
533999
999752
4",398,"0.00891
113281
25",398,229,232,231,"1.98437
5",2.3125,2.46875
"2019-09-
18T09:4
2:00.000
Z","0.02095
636000
001104
7",396,"0.00866
699218
75",398,228,233,231,"1.98437
5",2.3125,2.46875
"2019-09-
18T09:4
4:00.000
Z","0.02106
289999
998989
6",398,"2.20992
937954
59005e-
36",398,230,231,230,"1.97656
25",2.3125,"2.57812
5"
"2019-09-
18T09:4
6:00.000
Z","0.02087
214000
000676
6",396,"0.00952
148437
5",398,228,232,231,"1.95312
5","2.29687
5",2.34375
"2019-09-
18T09:4
7:00.000
Z","0.02094
349999
999394
6",398,"0.00946
044921
875",398,229,232,230,2.03125,"2.26562
5","2.64062
5"
"2019-09-
18T09:4
9:00.000
Z","0.02113
612000
001012
5",396,"0.00970
458984
375",396,229,231,231,2.03125,"2.35937
5",2.3125
"2019-09-
18T09:5
1:00.000
Z","0.02083
881999
998993
6",396,"0.00982
666015
625",396,227,232,230,"1.92968
75",2.375,"2.35937
5"
"2019-09-
18T09:5
3:00.000
Z","0.02099
887999
999919",398,"0.00976
5625",396,"2.29221
398410
34606e-
36",232,230,"1.92968
75","2.45312
5","2.48437
5"
"2019-09-
18T09:5
4:00.000
Z","0.02103
616000
000329",398,"0.00958
251953
125",398,228,232,230,2,2.28125,2.4375
"2019-09-
18T09:5
7:00.000
Z","0.02978
844000
000390
2",396,"0.00958
251953
125",396,227,232,230,"1.94531
25",2.3125,2.40625
"2019-09-
18T09:5
8:00.000
Z","0.02922
917999
999481
4",398,"0.00988
769531
25",398,230,232,230,2.09375,2.3125,"2.29687
5"
"2019-09-
18T09:5
9:00.000
Z",0,398,"0.00988
769531
25",398,230,232,230,2.09375,2.3125,"2.29687
5"
"2019-09-
18T10:0
1:00.000
Z","0.02059
144000
000378
4",396,"0.00994
873046
875",398,228,232,230,2,2.1875,2.1875
"2019-09-
18T10:0
2:00.000
Z","0.02029
974000
000220
3",396,"0.01000
976562
5",396,227,232,230,"1.97656
25",2.28125,"2.42187
5"
"2019-09-
18T10:0
4:00.000
Z","0.02054
742000
000260
2",396,"0.01007
080078
125",396,229,232,230,"2.04687
5","2.17187
5",2.3125
"2019-09-
18T10:0
6:00.000
Z","0.02028
927999
999723
5",396,"0.01031
494140
625",396,229,231,230,2.03125,"2.25694
915357
8792e-3
6",2.625
"2019-09-
18T10:0
8:00.000
Z","0.02062
144000
000262",398,"0.00994
873046
875",398,229,233,230,"1.85937
5","2.51562
5","2.82812
5"
"2019-09-
18T10:0
9:00.000
Z","0.02096
471999
998903",398,"0.00988
769531
25",398,230,232,230,2.03125,2.25,2.5
"2019-09-
18T10:1
1:00.000
Z","0.02052
558000
000135
5",396,"0.00927
734375",398,229,232,230,2.09375,2.40625,"2.01562
5"
"2019-09-
18T10:1
3:00.000
Z","0.02034
540000
000561",404,"0.00891
113281
25",402,230,235,234,"1.92968
75","2.42187
5","2.04687
5"
"2019-09-
18T10:1
4:00.000
Z","0.02088
271999
999415",398,"0.00921
630859
375",400,231,233,232,"2.01562
5","2.35937
5",2.34375
"2019-09-
18T10:1
6:00.000
Z","0.02030
142000
000341
8",398,"0.00885
009765
625",398,229,234,231,"2.01562
5",2.28125,2.34375
"2019-09-
18T10:1
8:00.000
Z","0.01999
060000
000463
2",398,"0.00927
734375",398,227,233,231,1.90625,"2.20312
5","2.48437
5"
"2019-09-
18T10:1
9:00.000
Z","0.02024
959999
999555",400,"0.00982
666015
625",398,230,232,230,2.03125,"2.29687
5",2.53125
"2019-09-
18T10:2
1:00.000
Z","0.04048
626000
000513",398,"0.00909
423828
125",398,230,233,230,2.09375,2.25,2.28125
"2019-09-
18T10:2
3:00.000
Z",0,398,"0.00909
423828
125",398,230,233,230,2.09375,2.25,2.28125
"2019-09-
18T10:2
4:00.000
Z","0.01991
133999
999146
8",396,"0.00903
320312
5",398,227,233,231,2.0625,"2.26562
5","2.54687
5"
"2019-09-
18T10:2
6:00.000
Z","0.01998
386000
000755
2",406,"0.00854
492187
5",406,234,238,"2.29221
398410
34606e-
36","1.97656
25",2.34375,2.59375
"2019-09-
18T10:2
8:00.000
Z","0.02017
461999
999068
2",408,"0.00878
90625",408,234,238,236,"1.98437
5","2.29687
5",2.65625
"2019-09-
18T10:3
0:00.000
Z","0.02048
750000
000291",408,"0.00915
527343
75",408,236,237,236,"2.01562
5",2.25,2.375
"2019-09-
18T10:3
1:00.000
Z","0.02022
703999
999794",406,"0.00836
181640
625",408,235,237,236,"1.99218
75","2.20312
5","2.32812
5"
"2019-09-
18T10:3
3:00.000
Z","0.02018
218000
000343",404,"0.00854
492187
5",406,234,237,236,2.03125,"2.20312
5",2.28125
"2019-09-
18T10:3
5:00.000
Z","0.02002
792000
000772
4",406,"0.00817
871093
75",406,234,238,236,2,"2.23437
5",2.25
"2019-09-
18T10:3
6:00.000
Z","0.02006
741999
999212
7",406,"2.20992
937954
59005e-
36",406,232,237,235,2.03125,"2.20312
5","2.23437
5"
"2019-09-
18T10:3
8:00.000
Z","0.03988
068000
000203",406,"0.00793
457031
25",406,232,238,236,"1.97656
25","2.26562
5","2.42187
5"
"2019-09-
18T10:4
0:00.000
Z",0,406,"0.00793
457031
25",406,232,238,236,"1.97656
25","2.26562
5","2.42187
5"
"2019-09-
18T10:4
1:00.000
Z","0.02029
764000
000432",408,"0.00866
699218
75",408,235,238,236,1.96875,"2.32812
5","2.48437
5"
"2019-09-
18T10:4
3:00.000
Z","0.02008
169999
999518
2",408,"0.00811
767578
125",408,235,237,236,"2.07812
5","2.17187
5","2.29687
5"
"2019-09-
18T10:4
5:00.000
Z","0.02022
235999
999975
2",408,"0.00793
457031
25",408,234,237,236,2.03125,"2.32812
5","2.26562
5"
"2019-09-
18T10:4
6:00.000
Z","0.02017
104000
000108
4","2.29221
398410
34606e-
36","0.00842
285156
25",408,237,237,236,2,"2.26562
5","2.29687
5"
"2019-09-
18T10:4
8:00.000
Z","0.02016
367999
999784",406,"0.00778
198242
1875",408,236,236,236,"2.04687
5","2.32812
5","2.10937
5"
"2019-09-
18T10:5
0:00.000
Z","0.01996
248000
000196",404,"0.00756
835937
5",406,234,237,236,2.0625,"2.23437
5","2.26562
5"
"2019-09-
18T10:5
1:00.000
Z","0.01993
828000
000212
2",406,"0.00866
699218
75",406,232,237,236,"1.96093
75",2.21875,2.375
"2019-09-
18T10:5
3:00.000
Z","0.01991
917999
999714",408,"0.00897
216796
875",408,234,237,236,"2.01562
5","2.23437
5","2.39062
5"
"2019-09-
18T10:5
5:00.000
Z","0.02024
761999
999464",406,"0.00811
767578
125",406,234,236,235,"2.07812
5",2.34375,2.125
"2019-09-
18T10:5
7:00.000
Z","0.02021
524000
000499
5",406,"0.00805
664062
5",406,234,236,235,2,"2.51562
5","1.86718
75"
"2019-09-
18T10:5
8:00.000
Z","0.02014
505999
999528
4",406,"0.00823
974609
375",406,234,236,235,2,2.34375,2.09375
"2019-09-
18T11:0
0:00.000
Z","0.01976
966000
000538
6",404,"0.00781
25",404,232,236,235,"2.01562
5","2.57812
5",2
"2019-09-
18T11:0
2:00.000
Z","0.01992
212000
000290
5",404,"0.00787
353515
625",406,234,237,236,"2.24519
421007
0569e-3
6",2.21875,2.3125
"2019-09-
18T11:0
3:00.000
Z","0.02005
250000
000524",404,"0.00781
25",404,232,237,235,2.03125,"2.20312
5",2.34375
"2019-09-
18T11:0
5:00.000
Z","0.01996
621999
998751
7",406,"0.00772
094726
5625",406,233,236,235,2,"2.20312
5","2.23437
5"
"2019-09-
18T11:0
7:00.000
Z","0.03988
458000
001264
5",406,"0.00799
560546
875",406,234,236,"2.29221
398410
34606e-
36","2.04687
5","2.20312
5","2.23437
5"
"2019-09-
18T11:0
8:00.000
Z",0,406,"0.00799
560546
875",406,234,236,"2.29221
398410
34606e-
36","2.04687
5","2.20312
5","2.23437
5"
"2019-09-
18T11:1
0:00.000
Z","0.01988
289999
999688",404,"0.00762
939453
125",404,232,236,"2.29221
398410
34606e-
36",2,"2.29687
5",2.25
"2019-09-
18T11:1
2:00.000
Z","0.01987
989999
999990
5",406,"0.00836
181640
625",404,232,236,235,1.96875,2.28125,2.25
"2019-09-
18T11:1
3:00.000
Z","0.01960
951999
999815
6",406,"0.00817
871093
75",406,233,236,235,2,"2.23437
5","2.29687
5"
"2019-09-
18T11:1
5:00.000
Z","0.01991
168000
000471",406,"0.00787
353515
625",406,234,236,235,2.03125,"2.20312
5","2.42187
5"
"2019-09-
18T11:1
7:00.000
Z","0.01978
479999
999399
3",406,"0.00830
078125",406,233,236,235,"1.97656
25",2.25,2.15625
"2019-09-
18T11:1
9:00.000
Z","0.01975
792000
000365",404,"0.00848
388671
875",406,234,236,235,2.03125,"2.23437
5","2.23437
5"
"2019-09-
18T11:2
0:00.000
Z","0.01997
981999
999319
5",404,"0.00848
388671
875",406,234,"2.29221
398410
34606e-
36",235,2.03125,"2.35937
5",1.90625
"2019-09-
18T11:2
2:00.000
Z","0.01970
290000
000386
4",404,"0.00811
767578
125",406,234,236,235,"1.94531
25",2.28125,"2.04687
5"
"2019-09-
18T11:2
4:00.000
Z","0.01970
799999
999872",404,"0.00778
198242
1875",404,231,237,235,"2.04687
5",2.28125,2.09375
"2019-09-
18T11:2
5:00.000
Z","0.01956
343999
999808
3",402,"0.00759
887695
3125",404,232,237,234,"2.07812
5","2.17187
5","2.35937
5"
"2019-09-
18T11:2
7:00.000
Z","0.03940
888000
000268
6",404,"0.00787
353515
625",404,234,236,234,"1.99218
75",2.25,"2.45312
5"
"2019-09-
18T11:2
9:00.000
Z",0,404,"0.00787
353515
625",404,234,236,234,"1.99218
75",2.25,"2.45312
5"
"2019-09-
18T11:3
0:00.000
Z","0.01967
553999
999654
6",406,"0.00787
353515
625",406,233,236,235,"1.98437
5",2.25,2.1875
"2019-09-
18T11:3
2:00.000
Z","0.01985
872000
000381
3",406,"0.00823
974609
375",408,235,237,236,"2.04687
5","2.39062
5",2
"2019-09-
18T11:3
4:00.000
Z","0.01961
869999
999180
5",408,"0.00805
664062
5",408,235,237,236,2,"2.20312
5",2.21875
"2019-09-
18T11:3
5:00.000
Z","0.01986
536000
001069
5",406,"0.00836
181640
625",408,235,237,236,"1.99218
75","2.20312
5",2.25
"2019-09-
18T11:3
7:00.000
Z","0.01977
783999
999519
3",408,"0.00909
423828
125",408,236,237,236,2.03125,2.3125,2.03125
"2019-09-
18T11:3
9:00.000
Z","0.01960
334000
000148
2",406,"0.00872
802734
375",406,234,237,236,"1.99218
75",2.375,"1.92187
5"
"2019-09-
18T11:4
0:00.000
Z","0.01972
401999
999419
7",408,"0.00903
320312
5",406,234,238,237,"1.98437
5","2.20312
5",2.28125
"2019-09-
18T11:4
2:00.000
Z","0.01971
152000
001166",410,"0.00823
974609
375",408,236,237,236,"1.95312
5",2.25,"2.45312
5"
"2019-09-
18T11:4
4:00.000
Z","0.01992
979999
999807",408,"0.00854
492187
5",408,235,237,236,"1.91406
25",2.25,2.34375
"2019-09-
18T11:4
6:00.000
Z","0.01948
161999
999138",408,"0.00823
974609
375",410,236,237,237,"1.99218
75","2.26562
5",2.25
"2019-09-
18T11:4
7:00.000
Z","0.01994
986000
000790
3",408,"0.00860
595703
125",406,233,238,236,"1.99218
75","2.26562
5","2.01562
5"
"2019-09-
18T11:4
9:00.000
Z","0.02007
159999
999567",406,"0.00848
388671
875",406,233,237,236,"1.92968
75",2.21875,2.15625
"2019-09-
18T11:5
1:00.000
Z","0.03910
219999
99939",408,"0.00823
974609
375",408,235,237,236,"2.01562
5","2.23437
5",2.09375
"2019-09-
18T11:5
2:00.000
Z",0,408,"0.00823
974609
375",408,235,237,236,"2.01562
5","2.23437
5",2.09375
"2019-09-
18T11:5
4:00.000
Z","0.01954
750000
000058
2",408,"0.00811
767578
125",408,235,238,236,"1.99218
75","2.26562
5",2.03125
"2019-09-
18T11:5
6:00.000
Z","0.01938
078000
000678",406,"0.00817
871093
75",406,233,237,236,"1.89843
75",2.28125,2
"2019-09-
18T11:5
7:00.000
Z","0.01991
244000
000006",406,"0.00805
664062
5",406,233,238,236,"1.95312
5","2.23437
5",2.15625
"2019-09-
18T11:5
9:00.000
Z","0.01963
386000
000173",408,"0.00817
871093
75",406,234,238,237,"1.92187
5","2.17187
5","2.07812
5"
"2019-09-
18T12:0
1:00.000
Z","0.01957
631999
999284
7",408,"0.00854
492187
5",410,235,238,237,"1.94531
25",2.21875,2.21875
"2019-09-
18T12:0
2:00.000
Z","0.01931
528000
000980
5",410,"0.00897
216796
875",410,234,239,237,"1.98437
5",2.1875,"2.20312
5"
"2019-09-
18T12:0
4:00.000
Z","0.01929
235999
999218
5",410,"0.00860
595703
125",410,236,239,238,"1.97656
25","2.20312
5","2.10937
5"
"2019-09-
18T12:0
6:00.000
Z","0.01922
784000
000683
4",410,"0.00915
527343
75",408,235,240,238,"1.97656
25","2.20312
5","2.07812
5"
"2019-09-
18T12:0
8:00.000
Z","0.01945
335999
999952",412,"0.00891
113281
25",410,235,239,238,"1.97656
25",2.1875,2.0625
"2019-09-
18T12:0
9:00.000
Z","0.01905
345999
999554",410,"0.00903
320312
5",410,236,240,238,"1.94531
25",2.125,2.125
"2019-09-
18T12:1
1:00.000
Z","0.01892
298000
000300
7",410,"0.00891
113281
25",410,236,240,238,"1.92187
5","2.20312
5",2.1875
"2019-09-
18T12:1
3:00.000
Z","0.01938
483999
999880
3",410,"0.00933
837890
625",410,235,239,238,"1.96093
75","2.23437
5","1.89843
75"
"2019-09-
18T12:1
4:00.000
Z","0.01932
244000
000355
2",410,"0.00933
837890
625",410,235,240,238,"1.94531
25",2.15625,"2.04687
5"
"2019-09-
18T12:1
6:00.000
Z","0.01909
527999
999409",410,"0.00988
769531
25",408,235,239,238,"1.96093
75","2.17187
5","1.94531
25"
"2019-09-
18T12:1
8:00.000
Z","0.01911
617999
999725
6",410,"0.00970
458984
375",408,235,240,238,"1.96093
75",2.1875,"2.14062
5"
"2019-09-
18T12:1
9:00.000
Z","0.01915
813999
999955",410,"0.00964
355468
75",410,237,239,238,"1.92187
5",2.21875,"2.17187
5"
"2019-09-
18T12:2
1:00.000
Z","0.01941
118000
001006",410,"0.00976
5625",412,237,239,238,"1.92187
5",2.15625,"1.92968
75"
"2019-09-
18T12:2
3:00.000
Z","0.01921
721999
999135
8",412,"0.00970
458984
375",412,237,240,238,"1.97656
25","2.17187
5",2.15625
"2019-09-
18T12:2
4:00.000
Z","0.01943
331999
999645
5",412,"0.00946
044921
875",412,237,240,238,"1.82031
25","2.14062
5","1.99218
75"
"2019-09-
18T12:2
6:00.000
Z","0.01872
646000
000532",410,"0.00939
941406
25",410,236,240,238,1.90625,"2.23437
5","1.89843
75"
"2019-09-
18T12:2
8:00.000
Z","0.01937
114000
000292
3",408,"0.00939
941406
25",410,235,239,238,"1.92187
5","2.23437
5","2.25694
915357
8792e-
36"
"2019-09-
18T12:3
0:00.000
Z","0.01952
958000
000217",410,"0.00952
148437
5",410,235,240,238,"1.94531
25",2.1875,2.0625
"2019-09-
18T12:3
1:00.000
Z","0.01932
467999
999062
2",410,"0.00988
769531
25",412,237,240,238,"1.97656
25","2.17187
5","2.32812
5"
"2019-09-
18T12:3
3:00.000
Z","0.01943
476000
000373
5",408,"0.00970
458984
375",410,237,240,238,"1.98437
5",2.1875,2.21875
"2019-09-
18T12:3
5:00.000
Z","0.01950
351999
999839",410,"0.00994
873046
875",412,236,240,238,1.8125,2.28125,"2.45312
5"
"2019-09-
18T12:3
6:00.000
Z","0.01946
004000
000539
3",412,"0.00982
666015
625",412,237,239,238,1.96875,"2.17187
5","2.14062
5"
"2019-09-
18T12:3
8:00.000
Z","0.01936
603999
999351
7",410,"0.01007
080078
125",410,238,239,238,"1.95312
5","2.23437
5","2.29687
5"
"2019-09-
18T12:4
0:00.000
Z","0.01926
851999
999780
8",410,"0.00988
769531
25",410,237,239,237,2,"2.23437
5",2.09375
"2019-09-
18T12:4
1:00.000
Z","0.01958
500000
000640
3",408,"0.00939
941406
25",410,237,238,237,2.0625,"2.45312
5",1.84375
"2019-09-
18T12:4
3:00.000
Z","0.01908
809999
999357
5",408,"0.00958
251953
125",408,236,239,237,"1.92968
75","2.29687
5","1.91406
25"
"2019-09-
18T12:4
5:00.000
Z","0.01851
828000
000387",408,"0.00976
5625",408,234,239,237,1.96875,"2.23437
5",2.15625
"2019-09-
18T12:4
6:00.000
Z","0.01916
359999
999986",408,"0.01000
976562
5",408,235,239,237,"1.89843
75","2.20312
5",2.1875
"2019-09-
18T12:4
8:00.000
Z","0.01923
365999
999805
3",408,"0.00952
148437
5",408,235,239,237,"1.89062
5","2.20312
5",2.21875
"2019-09-
18T12:5
0:00.000
Z","0.01926
245999
99981",408,"0.00988
769531
25",408,235,239,237,1.96875,2.15625,2.15625
"2019-09-
18T12:5
2:00.000
Z","0.01933
446000
001277",408,"0.00946
044921
875",408,235,239,237,1.90625,"2.17187
5",2.125
"2019-09-
18T12:5
3:00.000
Z","0.01924
421999
999322",410,"0.00933
837890
625",410,235,239,237,"1.89843
75",2.125,"2.07812
5"
"2019-09-
18T12:5
5:00.000
Z","0.01894
049999
999697
4",410,"0.00933
837890
625",410,235,239,238,"1.92187
5","2.23437
5","2.23437
5"
"2019-09-
18T12:5
7:00.000
Z","0.01927
494000
000297",410,"0.00988
769531
25","2.29221
398410
34606e-
36",236,239,238,"1.80468
75",2.15625,2.125
"2019-09-
18T12:5
8:00.000
Z","0.01907
820000
000356
3",412,"0.00970
458984
375",412,236,241,239,"1.92968
75",2.21875,"2.23437
5"
"2019-09-
18T13:0
0:00.000
Z","0.01950
374000
000010
6",410,"0.01013
183593
75","2.29221
398410
34606e-
36",237,240,238,"1.92187
5","2.20312
5",2.28125
"2019-09-
18T13:0
2:00.000
Z","0.01951
731999
999901
6",412,"0.00982
666015
625",412,237,241,239,"1.94531
25","2.17187
5",2.1875
"2019-09-
18T13:0
3:00.000
Z","0.01928
436000
000510
7",412,"0.00982
666015
625","2.29221
398410
34606e-
36",236,241,239,"1.86718
75","2.20312
5",2.34375
"2019-09-
18T13:0
5:00.000
Z","0.01934
743999
999773",412,"0.00933
837890
625",412,236,241,239,1.90625,2.25,"2.39062
5"
"2019-09-
18T13:0
7:00.000
Z","0.01891
442000
000097
3",410,"0.00958
251953
125",412,238,"2.29221
398410
34606e-
36",239,"1.88281
25",2.15625,2.125
"2019-09-
18T13:0
8:00.000
Z","0.01915
583999
999216
6",412,"0.00976
5625",412,237,241,239,1.875,2.0625,2.125
"2019-09-
18T13:1
0:00.000
Z","0.01855
522000
000928
5",412,"0.00958
251953
125",412,239,240,238,1.90625,"2.10937
5","2.01562
5"
"2019-09-
18T13:1
2:00.000
Z","0.01864
471999
999659
7",412,"0.00958
251953
125",414,239,240,238,"1.96093
75",2.21875,"2.01562
5"
"2019-09-
18T13:1
3:00.000
Z","0.01929
540000
00027",410,"0.00970
458984
375",410,236,241,238,"2.24519
421007
0569e-3
6","2.23437
5","1.98437
5"
